periodo;fecha_ticket;der;tipo_de_registro;clasificacion_excel;descripcion_caso
2026-05-01;2026-05-16;11773892;Consulta;No aplica / condiciones;Cliente consulta por el tope del reintegro, se le indica y comentamos que puede visualizar desde su app
2026-05-01;2026-05-16;11773974;Consulta;No aplica / condiciones;"Cliente contacto mencionando que no recibe reintegro por compras en local adherido a la promoción Bolsa Supermercados.

Se observa que la compra se proceso vía red dinelco en Stock, y según byc la misma solo aplica para las compras procesadas por upay y bancard.

Explicamos esta información al cliente, pero se molesta indicado que los locales ya tienen esos pos para los pagos."
2026-05-01;2026-05-16;11774864;Consulta;No aplica / condiciones;"Buenos días señores Ueno Banck

Por este medio recurro a ustedes a solicitar una revisión y actualización
del cupo de compras con beneficios (reintegros) de mi tarjeta de crédito.

Recientemente, identifiqué en mis movimientos que una compra realizada en
Farmacenter fue anulada. Si bien la anulación se refleja correctamente,
observo que el monto de dicha transacción sigue siendo contabilizado dentro
de mi tope de compras mensual con beneficio de reintegro.

Al haber sido anulada la operación, el cupo correspondiente debería
liberarse para permitirme utilizar el beneficio en otras compras. Por lo
tanto, solicito amablemente:

1. La verificación de la anulación mencionada.

2. La actualización manual de mi tope de reintegros para que el monto de la
compra anulada no afecte mi límite disponible del mes.

Quedo a la espera de su confirmación y de la actualización de mi estado de
cuenta.

OBS: abjunto capturas de movimiento

Atentamente,

Eduardo Fernández

Ci:1404163

0985500570"
2026-05-01;2026-05-16;11775096;Consulta;Seguimiento interno;11335922, hacemos solicitud de prioridad
2026-05-01;2026-05-16;11776130;Consulta;Reclamo / revision;Cliente se acerca al ce para realizar reclamos sobre sus reintegros, se verifica qur todo esta segun las ByC, y que estaba realizando mal sus compras, se le explica y sin ninguna otra consulta que realizar, se retira del ce
2026-05-01;2026-05-16;11776242;Consulta;No aplica / condiciones;Cliente consulta por reintegro, indique no aplica segun bases y condiciones
2026-05-01;2026-05-16;11776316;Consulta;No aplica / condiciones;Cliente consulta acerca de un reintegro, verificamos e indicamos que no aplica debido a que alcanzó su limite de compra semanal. Agradece y se despide.
2026-05-01;2026-05-16;11776553;Consulta;No aplica / condiciones;Cliente consulta por reintegro, indique segun bases y condiciones de la promocion petropar no aplica por el metodo de pago que utilizo
2026-05-01;2026-05-16;11777472;Consulta;No aplica / condiciones;"Cliente reclama reintegro no acreditado; se verifica que no aplica dado el tipo de pos utilizado."
2026-05-01;2026-05-16;11777893;Consulta;No aplica / condiciones;"Cliente reclama reintegro no acreditado; se verifica que no aplica dado que no cumple con el monto mínimo requerido."
2026-05-01;2026-05-16;11778115;Consulta;Reclamo / revision;"Cliente menciona que no esta pudiendo concretar su pago ya que el comercio de Petropar no dispone del POS UPAY, se le aclara que segun estipulado en las ByC debe de ser el pago si o si con el POS UPAY para tener el reintegro

Se remite correo a alianzas para realizar dicho reclamo sobre la falta del POS UPAY en el comercio mencionado."
2026-05-01;2026-05-16;11778160;Consulta;No aplica / condiciones;Buenas,cliente se acerca a CE shopping SL, cliente se verifica que ya llego al limite de su reintegro, cliente agradece y se retira de CEm saludos
2026-05-01;2026-05-16;11778966;Consulta;No aplica / condiciones;cliente se comunica consultando sobre reintegros de farmacenter, se indica que alcanzo el tope de su nivel
2026-05-01;2026-05-16;11780330;Consulta;No aplica / condiciones;"a clienta consultó si actualmente existe reintegro para compras realizadas en SHEIN.
Se le informó que por el momento no contamos con una promoción específica para dicho comercio, pero que puede verificar periódicamente las promociones vigentes desde la sección Beneficios Ueno+ en la app o en la web oficial.

También se le compartió el enlace de información legal y promociones vigentes.
Posteriormente, se ofreció continuar la asistencia mediante llamada, pero la clienta indicó que no era necesario y agradeció la atención.

La conversación finalizó de manera cordial, agradeciendo su contacto e invitándola a responder la encuesta de satisfacción."
2026-05-01;2026-05-16;11780474;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le informa que la misma no aplica por no haber realizado la compra mínima, no haber comprado con el POS correcto. Se le facilita las b y c para que pueda verificarlo.
2026-05-01;2026-05-16;11780536;Consulta;No aplica / condiciones;"La cliente consultó por un reintegro de una compra realizada en Supermercado Stock, indicando que aún no lo visualizaba acreditado.

Se verificó que ya había recibido el reintegro correspondiente a su primera compra con la tarjeta de crédito y posteriormente se le explicó el funcionamiento de la promoción de supermercados, aclarando que aplica para compras iguales o superiores a Gs. 300.000 realizadas en una sola transacción.

También se informó que el beneficio se otorga por cada compra que cumpla con el monto mínimo, hasta alcanzar el tope máximo según el nivel del cliente.

Se brindó orientación para consultar las bases y condiciones desde la App Ueno+ o la web oficial. Finalmente, se realizó contacto telefónico para reforzar la información y la cliente quedó conforme con la explicación."
2026-05-01;2026-05-16;11781134;Consulta;No aplica / condiciones;cliente consulta sobre su reintegro y se le indica que no aplica con debito los pagos en petropar
2026-05-01;2026-05-16;11781639;Consulta;Seguimiento interno;Cliente se acerca al CE, mencionando que cumplio todos los retos, verificamos en el sistema y luego procedemos a entregar una camiseta albirroja M, adjunto en GUDD formulario de recepcion.
2026-05-01;2026-05-16;11781765;Consulta;No aplica / condiciones;Consulta sobre reintegro, se le indica no aplica por red de pago, agradece
2026-05-01;2026-05-16;11782119;Consulta;No aplica / condiciones;Reintegro no aplica por cobro con un POS que no corresponde.
2026-05-01;2026-05-16;11782453;Consulta;No aplica / condiciones;Cliente consulta sobre el reintegro de Petropar. Se verifica que el pago fue realizado en un POS de la red Infonet, por lo que se contacta al cliente para brindarle la explicación correspondiente. Cliente comprende la información proporcionada.
2026-05-01;2026-05-16;11782518;Consulta;No aplica / condiciones;Cliente se contacta indicando que realizo una compra en la fecha de 15/05, y no se proceso el reintegro, se verifica que el reintegro no procede porque se cobro con el pos de dinelco, se le indica lo mismo y la corta la llamada molesta
2026-05-01;2026-05-16;11782978;Consulta;No aplica / condiciones;"Cliente consulta por su reintegro de su compra hecha el 16/05 en STOCK SAN ANTONIO del monto de gs 346.276; menciona que no aplica debido a que abonó a través de la red de Dinelco 019696. Mostre en que parte de las b y c se encuentra dicha información."
2026-05-01;2026-05-16;11783027;Consulta;No aplica / condiciones;Cliente contacta a consultar por reintegro en primera compra, se informa segun tope maximo de compra y monto maximo a reintegrar segun BYC.
2026-05-01;2026-05-16;11783785;Consulta;No aplica / condiciones;"Cliente se consulta sobre su reintegró de farmacias 
Se le menciona que ya alcanzo el tope de compras en farmacias"
2026-05-01;2026-05-16;11784325;Consulta;Seguimiento interno;CORREO ENVIADO A ALIANZAS
2026-05-01;2026-05-16;11784773;Consulta;No aplica / condiciones;tope de reintegros promoción farmacias
2026-05-01;2026-05-16;11784783;Consulta;No aplica / condiciones;"Detalle: El cliente se comunica solicitando información técnica acerca del tope de reintegro mensual establecido para la campaña activa con el comercio Monchis.

Gestión / Soporte: Se le instruye al usuario sobre el funcionamiento de las bases y condiciones de la promoción, indicándole que los límites de devolución se encuentran estipulados de forma explícita en dicho reglamento.

Resolución: Se le provee la ruta de acceso digital para la visualización y descarga de los documentos normativos vigentes dentro de la plataforma. Caso cerrado con orientación brindada con éxito"
2026-05-01;2026-05-16;11785271;Consulta;No aplica / condiciones;Se informa el tope de compra en monchis, se finaliza por llamada.
2026-05-01;2026-05-17;11786431;Consulta;No aplica / condiciones;Cliente consulta sobre un reintegro, se verifica e informa que el reintegro no corresponde ya que la compra se realizó con un pos distinto al habilitado para acceder a la promoción
2026-05-01;2026-05-17;11786998;Consulta;No aplica / condiciones;Se informa al cliente que las compras realizadas el 17 de abril y el día de hoy en Petropar no aplican para reintegro, debido a que fueron efectuadas con una red diferente a la establecida en las bases y condiciones. Se aclara que la red válida es Upay  y no Infonet .Se le comparten las bases y condiciones para su revisión .Chat abandonada , se intento contacto no contesta
2026-05-01;2026-05-17;11787101;Consulta;No aplica / condiciones;Cliente consulta reintegro, se le indica que la misma no aplica el motivo es que el monto no alcanzo al monto requerido, cliente comprende se procede al cierre del caso.
2026-05-01;2026-05-17;11788755;Consulta;No aplica / condiciones;"Buenas tardes
Cliente llega hasta el CE a consultar sobre reintegro, se procede a verificar donde se observa que el reintegro no corresponde ya que se proceso por medio de tarjeta de débito.
Saludos"
2026-05-01;2026-05-17;11789315;Consulta;No aplica / condiciones;"Cliente se comunica solicitando detalles en relación a un reintegro ya recibido: 
Monto de compra: 1004390
Fecha: 17/05/2026
Comercio: DELIMARKET 
Monto de reintegro: 8382

Tras la verificación, se confirma que con esta compra, ya llegó al tope, se le indica eso y comprende."
2026-05-01;2026-05-17;11789508;Consulta;No aplica / condiciones;Solicita detalles de su nivel que seria nievel: 3 tope de compras: 400.000
2026-05-01;2026-05-17;11789806;Consulta;Seguimiento interno;Buenas Cliente acude al Centro de Experiencia para retirar la Camiseta Albirroja indicando haber cumplido los retos de los desafíos mundialistas a través de la aplicación. Se procedió con la validación de identidad del cliente y la verificación del cumplimiento de los 5 desafíos. Se realizó la entrega física de la remera talle L  obteniendo la firma de conformidad de recepción. Como evidencia de la entrega, se tomó una fotografía y se emitió copia de la cédula ambos lados al Líder para su verificación. Toda la documentación fue adjuntada en Gudd, con registro de la fecha y hora de la entrega. El cliente agradece la gestión y se retira sin más consultas.
2026-05-01;2026-05-17;11790478;Consulta;No aplica / condiciones;El cliente se contactó consultando sobre el reintegro de una promoción, manifestando no haber recibido el beneficio. Se le informó que no aplicó al reintegro debido a que el valor de su compra fue inferior al monto mínimo base, el cual es de 300.000 Gs para el rubro de supermercados.
2026-05-01;2026-05-17;11790534;Consulta;No aplica / condiciones;Cliente se contacta indicando que ya no está recibiendo reintegros con Petropar, tras la verificación se le indica que no corresponden por la utilización incorrecta del pos. Comprende y agradece.
